facility,facility_name,betweenness,pagerank,clustering_coeff,in_degree,out_degree,weighted_in_degree,weighted_out_degree,in_legs,in_excess_minutes,in_late_legs,out_legs,out_excess_minutes,out_late_legs,legs_touched,late_legs_touched,excess_minutes_touched,sla_contribution_pct,betweenness_score,weighted_in_degree_score,weighted_out_degree_score,excess_minutes_touched_score,chokepoint_score
IND477001AAB,Bhind_EtwahDPP_D (Madhya Pradesh),0.0,0.00017023117673190812,0.0,0,1,0,7,1.0,0.0,0.0,7.0,661.7448113207546,4.0,8.0,4.0,661.7448113207546,0.12064364374896756,0.0,0.0,0.009126466753585397,0.02002304527861265,0.0068310546703702416
IND583231AAA,Koppal_Banikatt_D (Karnataka),0.0003881630525711833,0.0009202079030072429,0.16550122485472957,1,1,10,10,10.0,0.0,0.0,10.0,45.57651515151517,3.0,20.0,3.0,45.57651515151517,0.00830911971381311,0.002756899052388859,0.01455604075691412,0.01303780964797914,0.0013790521828176848,0.006828447795019173
IND175001AAA,Mandi_PlaceCol_D (Himachal Pradesh),0.00040951475786071243,0.0009392710044143225,0.0,1,1,9,10,9.0,33.045588235294126,4.0,10.0,42.3568479532164,2.0,19.0,6.0,75.40243618851053,0.013746726069789461,0.002908547942435637,0.013100436681222707,0.01303780964797914,0.0022815235844568463,0.0068160219418070545
IND521201AAA,Nuzvid_Ward17_D (Andhra Pradesh),0.0,0.000777340126602402,0.0,1,0,15,0,15.0,322.70000000000005,2.0,2.0,0.0,0.0,17.0,2.0,322.70000000000005,0.0588318989008608,0.0,0.021834061135371178,0.0,0.00976424234972411,0.006807872814505263
IND125047AAB,Hisar_AgrohDPP_D (Haryana),0.0008135547194933405,0.0004049252016902925,0.0,2,1,9,8,9.0,0.0,0.0,9.0,9.708333333333329,1.0,18.0,1.0,9.708333333333329,0.0017699401461497466,0.005778211554090049,0.013100436681222707,0.010430247718383311,0.00029375432128469635,0.006801949504173895
IND414502AAA,Shevgaon_VidyaNgr_D (Maharashtra),0.0011803660667749946,0.0006427035020577503,0.0,1,1,7,7,7.0,0.0,0.0,7.0,0.0,0.0,14.0,0.0,0.0,0.0,0.008383461716432129,0.010189228529839884,0.009126466753585397,0.0,0.0067973506574363005
IND642001AAA,Pollachi_Venkatsa_DC (Tamil Nadu),6.5697554737012695e-06,0.0006509565374253192,0.12313765905927088,1,1,12,12,12.0,0.0,0.0,12.0,20.531733746130058,1.0,24.0,1.0,20.531733746130058,0.0037431697676222975,4.6661196937470115e-05,0.017467248908296942,0.01564537157757497,0.0006212482930189735,0.00679416758935724
IND302006AAA,Jaipur (Rajasthan),0.0,0.00041328786235221343,0.0,1,1,12,9,12.0,39.97577854671281,2.0,9.0,84.4732142857143,6.0,21.0,8.0,124.44899283242711,0.022688474014971493,0.0,0.017467248908296942,0.011734028683181226,0.0037655721295162593,0.0067816485506747
IND410206AAB,Mumbai_Panvel_D (Maharashtra),0.0,0.00017023117673190812,0.0,0,1,0,20,1.0,10.25833333333334,1.0,20.0,195.5025,5.0,21.0,6.0,205.76083333333332,0.037512552043456875,0.0,0.0,0.02607561929595828,0.006225902208701138,0.006771599411366941
IND362720AAA,Kodinar_NCplxDPP_D (Gujarat),1.9161786798295368e-05,0.0009151545984040124,0.0,1,1,11,12,11.0,40.55833333333332,3.0,12.0,10.693697478991623,3.0,23.0,6.0,51.252030812324946,0.009343831097658828,0.00013609515773428782,0.01601164483260553,0.01564537157757497,0.0015507816850544411,0.006766732008506711
IND274001AAA,Deoria_CCRoad_D (Uttar Pradesh),5.474796228084391e-06,0.000632425505234687,0.0,1,1,10,8,11.0,64.42776422764231,5.0,9.0,166.45961538461538,4.0,20.0,9.0,230.8873796122577,0.04209340866077785,3.888433078122509e-05,0.01455604075691412,0.010430247718383311,0.0069861801364327035,0.006757412244941091
IND415612AAA,Ratnagiri_MjgaonRd_D (Maharashtra),0.00040568240050105337,0.0005272314573638392,0.29144527288757394,1,1,7,5,7.0,287.94080756013744,3.0,5.0,30.128977272727326,2.0,12.0,5.0,318.0697848328648,0.057987757746221405,0.002881328910888779,0.010189228529839884,0.00651890482398957,0.009624141503664994,0.006756127165493212
IND673506AAA,Kallachi_ZamQuatr_D (Kerala),1.0949592456168782e-06,0.0004379594628337477,0.0,1,1,12,12,12.0,16.803676470588254,4.0,12.0,0.0,0.0,24.0,4.0,16.803676470588254,0.0030635023095147863,7.77686615624502e-06,0.017467248908296942,0.01564537157757497,0.0005084449006048353,0.0067523572254802764
IND410209AAA,Mumbai_Khandeshwar_Dc (Maharashtra),0.0,0.0008487591170747946,0.0,1,0,22,0,22.0,45.606944444444444,3.0,0.0,0.0,0.0,22.0,3.0,45.606944444444444,0.008314667321762413,0.0,0.03202328966521106,0.0,0.0013799729110193961,0.006749651160797062
IND815351AAA,Jamtara_D (Jharkhand),0.0008108173213792983,0.0014049917603333633,0.0,1,1,6,8,6.0,118.92424242424242,4.0,8.0,0.0,0.0,14.0,4.0,118.92424242424242,0.02168124886013167,0.005758769388699436,0.008733624454148471,0.010430247718383311,0.0035984044756357126,0.006747944839460087
IND562101AAA,Chikblapur_ShntiSgr_D (Karnataka),0.0008157446379845742,0.00049048574545875,0.0,1,1,9,8,9.0,0.0,0.0,8.0,0.0,0.0,17.0,0.0,0.0,0.0,0.005793765286402538,0.013100436681222707,0.010430247718383311,0.0,0.006733954730162093
IND802101AAA,Buxar_Sarswati_D (Bihar),0.0008108173213792983,0.0006010982046830521,0.0,1,1,6,10,6.0,0.918152334152353,1.0,11.0,46.22435897435899,5.0,17.0,6.0,47.142511308511345,0.008594618714704141,0.005758769388699436,0.008733624454148471,0.01303780964797914,0.0014264360253824426,0.006726465112815936
IND124507AAA,Bahadurgarh_DC (Haryana),0.0,0.0004514019682702804,0.0,1,1,10,9,10.0,57.95000000000003,3.0,10.0,133.3238095238096,5.0,20.0,8.0,191.27380952380963,0.03487140199655182,0.0,0.01455604075691412,0.011734028683181226,0.0057875544820125335,0.006704902508522203
IND480886AAA,Lakhnadon_Central_DPP_1 (Madhya Pradesh),0.0012236169569768613,0.0005123608506527384,0.0,1,1,7,5,7.0,41.808333333333366,1.0,7.0,0.0,0.0,14.0,1.0,41.808333333333366,0.0076221370929041125,0.008690647929603808,0.010189228529839884,0.00651890482398957,0.001265034703764226,0.00669961212206828
IND208017AAA,Kanpur_Central_D_5 (Uttar Pradesh),0.0,0.00017023117673190812,0.0,0,1,0,5,0.0,0.0,0.0,5.0,711.9128378378379,5.0,5.0,5.0,711.9128378378379,0.12978984847195718,0.0,0.0,0.00651890482398957,0.021541027209570775,0.006689037767190608
IND627756AAA,Sankaran_Kovil_D (Tamil Nadu),2.1899184912337563e-05,0.003052778958278669,0.0,1,1,12,12,12.0,0.0,0.0,12.0,0.0,0.0,24.0,0.0,0.0,0.0,0.00015553732312490037,0.017467248908296942,0.01564537157757497,0.0,0.006676962160268097
IND609001AAA,Mylduthuri_Thiruviz_D (Tamil Nadu),1.0949592456168782e-06,0.0003149399203865224,0.0,1,1,11,12,11.0,17.10925925925926,1.0,12.0,27.293610547667356,1.0,23.0,2.0,44.40286980692662,0.008095150751128575,7.77686615624502e-06,0.01601164483260553,0.01564537157757497,0.0013435400738087352,0.006670010203642969
IND825409AAA,JhumriTlya_RadhaCpx_D (Jharkhand),0.0007757786255195582,0.0005330028550350281,0.0,1,1,8,8,8.0,41.97099437148219,3.0,8.0,0.0,0.0,16.0,3.0,41.97099437148219,0.007651792059596027,0.005509909671699596,0.011644832605531296,0.010430247718383311,0.0012699564942735006,0.006660973573446155
IND695121AAA,Neyatinkra_Arlumodu_D (Kerala),1.0949592456168782e-06,0.0003149399203865224,0.0,1,1,13,11,13.0,0.0,0.0,11.0,0.0,0.0,24.0,0.0,0.0,0.0,7.77686615624502e-06,0.018922852983988356,0.014341590612777053,0.0,0.006655610622507768
IND384355AAB,Vadnagar_BsstdDPP_D (Gujarat),0.0008108173213792983,0.0006838708730690123,0.0,1,1,8,8,8.0,29.71628959276019,1.0,9.0,0.0,0.0,17.0,1.0,29.71628959276019,0.005417619290455437,0.005758769388699436,0.011644832605531296,0.010430247718383311,0.0008991541782407649,0.006655373895387915
IND614620AAA,Manamelkudi_TmpleSrt_D (Tamil Nadu),1.2592031324594098e-05,0.000796615757534015,0.0,1,1,12,12,12.0,0.0,0.0,12.0,0.0,0.0,24.0,0.0,0.0,0.0,8.943396079681771e-05,0.017467248908296942,0.01564537157757497,0.0,0.006653825983453269
IND623315AAB,Oriyur_Vllyaprm_D (Tamil Nadu),7.1172350965097085e-06,0.0007368965523723423,0.0,1,1,12,12,12.0,1.426470588235297,1.0,12.0,0.0,0.0,24.0,1.0,1.426470588235297,0.0002600618947384891,5.054963001559262e-05,0.017467248908296942,0.01564537157757497,4.316208406657251e-05,0.006651006988696483
IND627657AAA,Thisayanvilai_UdnkdiRD_D (Tamil Nadu),9.307153587743464e-06,0.0008236324011908336,0.0,1,1,12,12,12.0,0.0,0.0,12.0,0.0,0.0,24.0,0.0,0.0,0.0,6.610336232808266e-05,0.017467248908296942,0.01564537157757497,0.0,0.006645660273989211
IND628204AAA,Tirchchndr_Shnmgprm_D (Tamil Nadu),8.759673964935025e-06,0.0007692056829391358,0.0,1,1,12,12,12.0,0.0,0.0,12.0,0.0,0.0,24.0,0.0,0.0,0.0,6.221492924996015e-05,0.017467248908296942,0.01564537157757497,0.0,0.006644299322411869
IND742148AAA,Lalgola_KrsprDPP_D (West Bengal),0.00039090045068522554,0.0003149399203865224,0.0,1,1,9,9,9.0,16.364285714285735,3.0,9.0,76.18482142857144,6.0,18.0,9.0,92.54910714285717,0.016872760194587874,0.002776341217779472,0.013100436681222707,0.011734028683181226,0.002800346797004772,0.006638699198354795
IND825301AAA,Hazaribag_BodomBzr_DC (Jharkhand),0.0007932979734494283,0.00042671624635211,0.0,1,1,7,8,7.0,28.55833333333335,1.0,8.0,41.97099437148219,3.0,15.0,4.0,70.52932770481554,0.012858302686939537,0.005634339530199516,0.010189228529839884,0.010430247718383311,0.0021340732831513164,0.006629432406002298
IND600119AAA,Chennai_Sholinganallur_Dc (Tamil Nadu),5.474796228084391e-07,0.002288538631528662,0.0,2,1,10,5,10.0,79.63540088383839,4.0,5.0,238.68095238095242,3.0,15.0,7.0,318.3163532647908,0.05803270998997478,3.88843307812251e-06,0.01455604075691412,0.00651890482398957,0.009631602160389868,0.006624250607855548
IND586211AAA,Indi_SindgiRD_D (Karnataka),0.0,0.0008287402273734875,0.0,2,2,12,12,12.0,0.0,0.0,12.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.017467248908296942,0.01564537157757497,0.0,0.0066225240971743825
IND821109AAA,Mohania_Bhabua_D (Bihar),0.0008108173213792983,0.00045747586203267077,0.0,1,1,4,8,4.0,0.0,0.0,8.0,176.62424242424254,8.0,12.0,8.0,176.62424242424254,0.0322006184497805,0.005758769388699436,0.005822416302765648,0.010430247718383311,0.0053442885276316285,0.006602174222182501
IND388220AAA,Umreth_Dakor_DC (Gujarat),0.0003881630525711833,0.0009801782511133141,0.14462072574010376,1,1,9,9,9.0,25.56200000000002,3.0,9.0,62.29532967032967,3.0,18.0,6.0,87.85732967032969,0.016017395527934408,0.002756899052388859,0.013100436681222707,0.011734028683181226,0.002658383201427659,0.006596403541573802
IND571440AAA,Kollegala_NarsipuraRd_D (Karnataka),0.000826694230440743,0.0009060573937770977,0.0,1,1,7,7,7.0,89.57925925925926,2.0,7.0,0.0,0.0,14.0,2.0,89.57925925925926,0.01633132297599857,0.005871533947964989,0.010189228529839884,0.009126466753585397,0.0027104852708899124,0.006595797256195281
IND680012AAA,Arimbur_Veluthur_D (Kerala),0.0012154047626347349,0.00036447218615081684,0.0,1,1,6,7,6.0,0.0,0.0,7.0,0.0,0.0,13.0,0.0,0.0,0.0,0.008632321433431971,0.008733624454148471,0.009126466753585397,0.0,0.006593330743247963
IND756032AAA,Jaleswar_NaturDPP_D (Orissa),0.0,0.00017023117673190812,0.0,0,1,0,7,1.0,0.0,0.0,7.0,629.7179320987655,3.0,8.0,3.0,629.7179320987655,0.11480477755591476,0.0,0.0,0.009126466753585397,0.019053977381405195,0.006588787696068379
IND142401AAA,Khanna_DC (Punjab),0.0007774210643879835,0.0006422963529822271,0.0,2,1,9,5,9.0,89.02272727272728,2.0,5.0,5.875,1.0,14.0,3.0,94.89772727272728,0.0173009404921926,0.005521574970933963,0.013100436681222707,0.00651890482398957,0.002871411241180453,0.006574272351164456
IND785690AAB,Sonari_Central_DPP_1 (Assam),0.0,0.00017023117673190812,0.0,0,1,0,10,1.0,54.46666666666668,1.0,10.0,469.1515151515151,6.0,11.0,7.0,523.6181818181818,0.0954615802149979,0.0,0.0,0.01303780964797914,0.015843615822728942,0.006568465885278063
IND412105AAC,Pune_North_D_3 (Maharashtra),0.0,0.00017023117673190812,0.0,0,1,0,23,1.0,2.9833333333333343,1.0,23.0,72.42440476190475,5.0,24.0,6.0,75.40773809523809,0.013747692667993916,0.0,0.0,0.02998696219035202,0.002281684009316479,0.006567813440399525
IND600016AAB,Chennai_Alandur_C (Tamil Nadu),0.0,0.00017023117673190812,0.0,0,1,0,18,0.0,0.0,0.0,18.0,247.1851604278076,7.0,18.0,7.0,247.1851604278076,0.04506468040930224,0.0,0.0,0.02346805736636245,0.007479317668647496,0.006563440890434365
IND802301AAA,Arrah_Katira_D (Bihar),5.474796228084391e-07,0.0003149399203865224,0.0,1,1,11,10,11.0,59.48750000000005,5.0,10.0,37.12075471698111,1.0,21.0,6.0,96.60825471698115,0.017612789198940326,3.88843307812251e-06,0.01601164483260553,0.01303780964797914,0.0029231683050526223,0.006542043923957433
IND638657AAA,Dharapuram_Techrcly_D (Tamil Nadu),1.5876909061444734e-05,0.000700775866189929,0.0,1,1,11,12,11.0,16.543174342105274,2.0,12.0,5.665882352941175,1.0,23.0,3.0,22.20905669504645,0.00404896491529736,0.00011276455926555277,0.01601164483260553,0.01564537157757497,0.0006720006567375157,0.006538871041963422
IND415124AAA,Karad_Mundhe_D (Maharashtra),0.00039035297106241706,0.0003149399203865224,0.0,1,1,9,11,9.0,9.071428571428584,2.0,11.0,0.0,0.0,20.0,2.0,9.071428571428584,0.0016538251273649411,0.002772452784701349,0.013100436681222707,0.014341590612777053,0.00027448288512438876,0.006527384654726522
IND262501AAA,Pithorgarh_Kumud_D (Uttarakhand),0.0011628467188451246,0.0009109651707132077,0.0,1,1,8,5,8.0,0.0,0.0,5.0,0.0,0.0,13.0,0.0,0.0,0.0,0.00825903185793221,0.011644832605531296,0.00651890482398957,0.0,0.0065234086361804465
IND303303AAA,Dausa_IndraCln_D (Rajasthan),2.6826501517613517e-05,0.0004527703269590176,0.0,1,1,10,13,11.0,4.709682539682547,2.0,13.0,15.427777777777806,1.0,24.0,3.0,20.137460317460352,0.0036712892144931007,0.00019053322082800296,0.01455604075691412,0.01694915254237288,0.0006093183850252094,0.006520054883403504
IND000000ACK,Hyderabad_Chikdply_C (Telangana),0.0,0.00017023117673190812,0.0,0,1,0,22,0.0,0.0,0.0,22.0,102.34880952380948,7.0,22.0,7.0,102.34880952380948,0.018659357962591317,0.0,0.0,0.028683181225554105,0.0030968657588975107,0.006510852684835199
IND602024AAA,Chennai_Vepmpttu_DC (Tamil Nadu),0.0004073248393694787,0.000738914627197663,0.0,1,2,7,9,7.0,108.83333333333337,4.0,9.0,38.189294258373224,3.0,16.0,7.0,147.0226275917066,0.026803905679002756,0.002892994210123147,0.010189228529839884,0.011734028683181226,0.004448604173221747,0.00650935045945276
IND574239AAA,Sullia_Srirampt_D (Karnataka),0.0011803660667749946,0.0008410393068071231,0.0,1,1,6,7,6.0,0.0,0.0,7.0,0.0,0.0,13.0,0.0,0.0,0.0,0.008383461716432129,0.008733624454148471,0.009126466753585397,0.0,0.006506229842298018
IND431107AAB,Paithan_SantaNGR_D (Maharashtra),0.0011628467188451246,0.0007167719236881439,0.0,1,1,7,6,7.0,0.0,0.0,6.0,0.0,0.0,13.0,0.0,0.0,0.0,0.00825903185793221,0.010189228529839884,0.007822685788787484,0.0,0.006493044014001747
IND574221AAA,Kadaba_AnugrDPP_D (Karnataka),0.0011628467188451246,0.000885133315502257,0.0,1,1,7,6,7.0,0.0,0.0,6.0,0.0,0.0,13.0,0.0,0.0,0.0,0.00825903185793221,0.010189228529839884,0.007822685788787484,0.0,0.006493044014001747
IND383255AAB,Khedbrahma_Patelfli_D (Gujarat),0.0007757786255195582,0.0008094236007841238,0.0,1,1,8,7,8.0,0.0,0.0,7.0,53.866666666666674,2.0,15.0,2.0,53.866666666666674,0.009820509102757056,0.005509909671699596,0.011644832605531296,0.009126466753585397,0.0016298952212740587,0.006490202062236712
IND813203AAA,Kahalgaon_NdiaTola_D (Bihar),0.0,0.0004379594628337477,0.0,1,0,12,0,13.0,393.2352941176472,7.0,0.0,0.0,0.0,13.0,7.0,393.2352941176472,0.07169128933306378,0.0,0.017467248908296942,0.0,0.011898496164331411,0.006468073822742242
IND341505AAA,Makrana_Mwalibad_D (Rajasthan),0.0015844060284076228,0.0007320333185996393,0.0,1,1,3,6,3.0,1.375000000000007,1.0,7.0,8.28181818181821,1.0,10.0,2.0,9.656818181818217,0.0017605483451401415,0.011253125328086542,0.004366812227074236,0.007822685788787484,0.00029219557810503626,0.006449542362528892
IND471001AAA,Chhatarpur_Busstand_D (Madhya Pradesh),0.0007938454530722367,0.0009599906455752422,0.055219437076053944,2,1,10,6,10.0,0.0,0.0,6.0,0.0,0.0,16.0,0.0,0.0,0.0,0.005638227963277638,0.01455604075691412,0.007822685788787484,0.0,0.0064491250962874945
IND517644AAA,Sriklahsti_SDKNgr_D (Andhra Pradesh),4.927316605275952e-06,0.0009375012605989352,0.0,1,1,12,11,12.0,5.871596638655461,2.0,11.0,3.455714285714336,2.0,23.0,4.0,9.327310924369797,0.0017004754053902024,3.499589770310258e-05,0.017467248908296942,0.014341590612777053,0.00028222536206004307,0.006444572808925896
IND522647AAA,Vinukonda_Kothapet_D (Andhra Pradesh),0.0004078723189922871,0.0005681239864823665,0.0,1,1,7,13,7.0,0.0,0.0,13.0,0.0,0.0,20.0,0.0,0.0,0.0,0.002896882643201269,0.010189228529839884,0.01694915254237288,0.0,0.006441585139562998
IND620020AAA,Tiruchi (Tamil Nadu),0.0,0.00017023117673190812,0.0,0,1,0,24,0.0,0.0,0.0,24.0,23.302387267904532,6.0,24.0,6.0,23.302387267904532,0.0042482915769881165,0.0,0.0,0.03129074315514994,0.0007050826049301063,0.006434419282262514
IND621704AAA,Ariyalur_Kmrajngr_D (Tamil Nadu),4.927316605275952e-06,0.0005425375147555801,0.0,1,1,11,12,11.0,8.790625000000006,2.0,12.0,3.2013282732447976,1.0,23.0,3.0,11.991953273244803,0.0021862701660842424,3.499589770310258e-05,0.01601164483260553,0.01564537157757497,0.00036285199258298594,0.006434364844377933
IND383001AAA,Himmatnagar_DC (Gujarat),0.0008108173213792983,0.0006838708730690123,0.0,1,1,8,8,8.0,0.0,0.0,8.0,0.0,0.0,16.0,0.0,0.0,0.0,0.005758769388699436,0.011644832605531296,0.010430247718383311,0.0,0.006430585350827724
IND803116AAA,Rajgir_PnditNGR_D (Bihar),2.1899184912337564e-06,0.0006314452445443021,0.0,1,1,9,13,9.0,39.05,2.0,13.0,15.340952380952388,4.0,22.0,6.0,54.390952380952385,0.00991609238177169,1.555373231249004e-05,0.013100436681222707,0.01694915254237288,0.0016457590352647123,0.006426801409844668
IND508277AAB,Mothkur_Mainroad_D (Telangana),0.0007932979734494283,0.0006364550363172565,0.0,1,1,9,7,9.0,0.0,0.0,7.0,0.0,0.0,16.0,0.0,0.0,0.0,0.005634339530199516,0.013100436681222707,0.009126466753585397,0.0,0.006417399522531451
IND623407AAA,Thiruvadanai_RamnadRD_D (Tamil Nadu),1.6424388684253174e-06,0.0006655296341010038,0.0,1,1,11,12,11.0,8.176660156250009,1.0,12.0,1.426470588235297,1.0,23.0,2.0,9.603130744485306,0.0017507605115937637,1.1665299234367529e-05,0.01601164483260553,0.01564537157757497,0.0002905711059970283,0.006408128913267386
IND144040AAA,Nakodar_ChowkDPP_D (Punjab),0.0003892580118168002,0.0003149399203865224,0.0,1,1,11,7,12.0,54.562343750000004,2.0,7.0,0.0,0.0,19.0,2.0,54.562343750000004,0.009947338987586036,0.0027646759185451044,0.01601164483260553,0.009126466753585397,0.001650944987740795,0.0064079951356641705
IND147101AAA,Samana_PODPP_D (Punjab),0.00040568240050105337,0.0003745475061592269,0.2502438849139574,1,1,7,6,8.0,19.702205882352956,2.0,7.0,217.82500000000002,1.0,15.0,3.0,237.52720588235297,0.043303924892081,0.002881328910888779,0.010189228529839884,0.007822685788787484,0.00718708770650173,0.006407619909161979
IND244412AAA,Chandausi_Ganesh_D (Uttar Pradesh),0.0007932979734494283,0.0005739438075720195,0.0,1,1,8,8,8.0,0.0,0.0,10.0,0.0,0.0,18.0,0.0,0.0,0.0,0.005634339530199516,0.011644832605531296,0.010430247718383311,0.0,0.006387034900352752
IND383315AAC,Modasa_Central_D_1 (Gujarat),0.0007932979734494283,0.0007520158962875062,0.0,1,1,8,8,8.0,0.0,0.0,8.0,0.0,0.0,16.0,0.0,0.0,0.0,0.005634339530199516,0.011644832605531296,0.010430247718383311,0.0,0.006387034900352752
IND574104AAA,Karkala_MarketRd_D (Karnataka),0.00038980549143960864,0.0003149399203865224,0.0,1,1,9,10,9.0,24.894132653061227,2.0,10.0,0.0,0.0,19.0,2.0,24.894132653061227,0.004538484956521586,0.0027685643516232265,0.013100436681222707,0.01303780964797914,0.0007532455665034715,0.0063849581805343674
IND363310AAB,Dhrangadhra_NvygRDPP_D (Gujarat),0.0007757786255195582,0.0006201137657310124,0.0,1,1,7,9,8.0,6.862962962962968,2.0,9.0,0.0,0.0,17.0,2.0,6.862962962962968,0.0012511966011694744,0.005509909671699596,0.010189228529839884,0.011734028683181226,0.00020765923026820905,0.0063650346352661325
IND627117AAA,Vallior_Radhaprm_D (Tamil Nadu),4.379836982467513e-06,0.0006594404364455747,0.0,1,1,11,11,11.0,14.129496951219522,2.0,11.0,22.440234375000017,3.0,22.0,5.0,36.56973132621954,0.00666708006264577,3.110746462498008e-05,0.01601164483260553,0.014341590612777053,0.0011065253155671064,0.006358166030587037
IND518422AAB,Atmakur_IndraNgr_D (Andhra Pradesh),0.0007932979734494283,0.000627678063225936,0.0,1,1,6,10,6.0,0.49458041958043,1.0,10.0,0.0,0.0,16.0,1.0,0.49458041958043,9.016766421785302e-05,0.005634339530199516,0.008733624454148471,0.01303780964797914,1.496499249523258e-05,0.00633004690411916
IND614018AAA,Mannargudi_Vadasari_D (Tamil Nadu),1.0949592456168782e-06,0.0004379594628337477,0.0,1,1,12,10,12.0,27.293610547667356,1.0,10.0,1.6166666666666742,1.0,22.0,2.0,28.91027721433403,0.005270674020048215,7.77686615624502e-06,0.017467248908296942,0.01303780964797914,0.0008747658912874629,0.006322425087231769
IND302022AAD,Jaipur_RIICO_L (Rajasthan),0.0,0.00045025579237914693,0.0,1,1,14,7,14.0,50.694775679191025,1.0,7.0,0.0,0.0,21.0,1.0,50.694775679191025,0.009242237116702768,0.0,0.020378457059679767,0.009126466753585397,0.001533920283844192,0.0062844648336140806
IND176048AAA,Jahu_Sulgwan_D (Himachal Pradesh),2.7373981140421953e-06,0.0003149399203865224,0.0,1,1,11,11,11.0,22.296666666666667,2.0,11.0,4.518750000000011,1.0,22.0,3.0,26.81541666666668,0.0048887569950969685,1.9442165390612546e-05,0.01601164483260553,0.014341590612777053,0.0008113796933441725,0.006280296770299274
IND783348AAA,Bilasipara_Wardno5_D (Assam),2.7373981140421953e-06,0.00070703135486663,0.0,1,1,11,10,11.0,46.643750000000026,3.0,10.0,11.93857677902622,1.0,21.0,4.0,58.582326779026246,0.010680227847663037,1.9442165390612546e-05,0.01601164483260553,0.01303780964797914,0.0017725814567125654,0.006259841018181791
IND783301AAA,Dhubri_Tetultol_D (Assam),4.379836982467513e-06,0.0006314452445443021,0.0,1,1,8,11,10.0,91.92307692307696,3.0,11.0,46.643750000000026,3.0,21.0,6.0,138.56682692307697,0.025262316555784134,3.110746462498008e-05,0.011644832605531296,0.014341590612777053,0.004192748929994419,0.006256359488779017
IND804420AAA,Jehanabad_Madarpur_D (Bihar),2.1899184912337564e-06,0.0003149399203865224,0.0,1,1,6,11,6.0,21.473553719008272,3.0,11.0,192.67105263157902,5.0,17.0,8.0,214.14460635058728,0.03904100970245548,1.555373231249004e-05,0.008733624454148471,0.014341590612777053,0.006479578042433848,0.006240381330302938
IND244301AAA,Sambhal_Khwssrai_D (Uttar Pradesh),0.0008108173213792983,0.0004748028574636248,0.0,1,1,7,8,7.0,13.181818181818215,1.0,8.0,0.0,0.0,15.0,1.0,13.181818181818215,0.0024031961406949425,0.005758769388699436,0.010189228529839884,0.010430247718383311,0.00039885487244274145,0.0062391782538001265
IND328001AAA,Dholpur_GtRoad_D (Rajasthan),0.001200622812818907,0.0002702399680344934,0.1378794739919334,1,1,5,6,7.0,0.0,0.0,8.0,30.154258098223636,2.0,15.0,2.0,30.154258098223636,0.005497465955578419,0.008527333740322662,0.00727802037845706,0.007822685788787484,0.0009124062099386005,0.00623280959504649
IND829122AAA,Ramgarh_HotelPrk_D (Jharkhand),0.0008108173213792983,0.0003017259332604029,0.0,1,1,7,7,7.0,16.287096774193557,2.0,7.0,28.55833333333335,1.0,14.0,3.0,44.84543010752691,0.008175834552995483,0.005758769388699436,0.010189228529839884,0.009126466753585397,0.00135693104384105,0.006217941103690121
IND246444AAB,Karnaprayag_Umalodge_D (Uttarakhand),5.474796228084391e-07,0.0011275920197874245,0.10627740504237346,1,1,11,11,11.0,17.60156250000003,1.0,11.0,0.0,0.0,22.0,1.0,17.60156250000003,0.0032089660536014386,3.88843307812251e-06,0.01601164483260553,0.014341590612777053,0.0005325873008485158,0.006205154865865989
IND000000ACN,Hyderabad_Mhdiptnm_C (Telangana),5.474796228084391e-07,0.0003149399203865224,0.0,1,1,6,11,6.0,125.23319377990428,3.0,11.0,83.31139705882353,3.0,17.0,6.0,208.5445908387278,0.03802006285883302,3.88843307812251e-06,0.008733624454148471,0.014341590612777053,0.00631013302036998,0.006193937220054943
IND248122AAB,Mussoorie_BrlwgDPP_D (Uttarakhand),0.0003892580118168002,0.0003149399203865224,0.0,1,1,9,8,9.0,66.28951612903234,3.0,8.0,2.3659481343691837,2.0,17.0,5.0,68.65546426340151,0.012516675960756427,0.0027646759185451044,0.013100436681222707,0.010430247718383311,0.002077374005889914,0.006193116952884469
IND384170AAA,Unjha_DC (Gujarat),0.0012154047626347349,0.00042705102490046024,0.0,1,1,4,7,4.0,9.63650793650794,1.0,7.0,13.918359375000001,1.0,11.0,2.0,23.55486731150794,0.0042943215751280635,0.008632321433431971,0.005822416302765648,0.009126466753585397,0.0007127221349400617,0.006189269646706414
IND396232AAA,Silvassa_Samrvrni_D (Dadra and Nagar Haveli),0.0,0.0006365396145272366,0.0,1,1,11,10,11.0,6.1484375,4.0,10.0,43.3717948717949,5.0,21.0,9.0,49.5202323717949,0.009028104445133472,0.0,0.01601164483260553,0.01303780964797914,0.0014983810043162644,0.006184486147196001
IND621212AAA,Perambalur_goplpurm_D (Tamil Nadu),4.379836982467513e-06,0.0004379594628337477,0.0,1,1,11,11,12.0,4.450000000000017,1.0,11.0,8.790625000000006,2.0,23.0,3.0,13.240625000000023,0.0024139172958915754,3.110746462498008e-05,0.01601164483260553,0.014341590612777053,0.00040063424655040593,0.006181693263332862
